case,tValue,lossValue,predictionAccuracy,betaAdapt,deltaAdapt,rhoAdapt,tau,it_each_local,it_each_global
0,6.172216185745435,0.432225447023908,0.8844000005722046,124.2424475206738,1.6727761985126757,0.6491904324106226,4,0.017120932934106103,0.07443063480427864
0,6.374035186129139,0.4215554384266333,0.8889000022411344,100.24955940533545,2.1905516386481323,0.5661460842064422,4,0.013984277663073997,0.14588188973140778
0,6.555498285390111,0.4223622897515694,0.8873000037670133,88.28429347372126,2.479922821223608,0.9797527840483657,4,0.006527662834758143,0.15535244792193903
0,6.713689187013291,0.40784812296430284,0.8931000000238417,103.23465306055695,2.5642007729754144,0.8321525289170806,4,0.013729289921736611,0.10327374193623395
0,6.946641261697172,0.40170602111766696,0.8948000037670136,74.15437863181917,2.003148485571313,0.6889637794455167,4,0.011525868022182886,0.18684860259515018
0,7.098455332666573,0.40853471121440343,0.8856000024080274,144.4760268466718,2.17339466549599,0.9120820692516137,5,0.011636272441789348,0.09363270876045375
0,7.302034733995579,0.3885316044340535,0.8962000042200087,109.01192130363543,3.6054797884347307,1.1046427831046406,4,0.01621529810093578,0.13871820892526282
0,7.455104533854343,0.41468691396216567,0.8851999980211258,79.28624098072646,2.162073756020856,0.61718008067161,3,0.015534080141600142,0.10646755943396416
0,7.71188209433362,0.38264122365663467,0.8986000019311903,106.42597408774317,2.2512203708618217,0.6436295650289278,5,0.013860546663711596,0.1874748271607185
0,7.951806524456329,0.3708201945573087,0.9034000021219253,66.40947176712399,2.265324009300319,0.5101203397044559,4,0.014205017946279442,0.1831043583375914
0,8.060855705896843,0.39762806121259936,0.8901000046730045,98.18980077782605,1.9613781542377031,0.6648024427743683,6,0.00897666688636438,0.05518918012232846
0,8.199958735483888,0.35922689696152993,0.9084000003337861,57.740064221225836,2.1768615367349815,1.0059777308929134,5,0.01139089397669844,0.08214855970355298
0,8.319933705706662,0.36641663398593666,0.9019000047445298,73.8792686640741,2.062558673420288,0.7181720948736563,4,0.016418697523208483,0.054300180129939646
0,8.482057598715608,0.3903160029898086,0.8884000027179718,80.62840190150452,1.9977264010033244,0.6885248391384949,4,0.012205480731600379,0.11330197008254421
0,8.727567738683499,0.3519070662185546,0.9062000000476836,109.62556604957264,2.3408044184546797,0.7369515931120918,4,0.012599952821658234,0.19511032868125872
0,8.902786390024106,0.3401528562729559,0.9116000020503999,83.16345234294467,1.8496363328674454,0.6217142160656484,4,0.012015381378546248,0.12715712582642297
0,9.09615710057022,0.3387215674420194,0.9082000035047535,126.0763504862171,2.715036393524456,0.40521592718222627,6,0.01202925584715217,0.12119517546320054
0,9.322099823102251,0.35588401933511143,0.9032000023126607,56.42798414608978,1.8229804123416022,0.6404401899493679,4,0.013892091477250068,0.1703743566230294
0,9.5845949633301,0.3429504399622477,0.9071000027656554,113.37723363835308,2.103635986233668,1.2355727994570547,6,0.010547557948682486,0.19920979253575408
0,9.728658773605392,0.3328939115876957,0.912600000500679,80.61407044318265,1.585290011639598,0.1535782103557009,4,0.007402358914703422,0.11445437461647913
0,9.949661821352947,0.3243242319176595,0.9152000004053119,68.75425501088081,1.3969614702704776,0.970713681101381,7,0.011069600841886811,0.1435158418543476
0,10.19364415589831,0.3151075440893573,0.9155999988317493,55.475834921542834,2.173687698582062,0.7528824769039115,5,0.01444348935226337,0.1717648877840458
0,10.432070886566393,0.3180806140167021,0.917100002765656,51.99096849827189,1.4431869669255317,0.5249584487384719,6,0.014666909441033634,0.15042527402188127
0,10.636014263947455,0.3066408250170452,0.9198000025749214,72.24080384447451,1.9365041767807802,0.5996857266163227,7,0.011794005737023017,0.12138533722190112
0,10.846848176490997,0.30134852774441245,0.9176000010967259,54.26901679689122,2.095616336847944,0.7936542767767027,6,0.011308218960797957,0.14298459877875405
0,10.988587049689157,0.3024818305298685,0.9190999996662141,61.979145076675394,1.8518013683835146,0.7110038826674016,5,0.013133285880704431,0.07607244379463712
0,11.205561301980799,0.31230132820705603,0.9146999996900559,83.27779147434903,2.151633852163413,0.4391229464028723,6,0.011484088361762073,0.14806972212107042
0,11.427068209526942,0.33391586032385606,0.9059999996423723,54.33576059868047,1.7056201272441156,0.3766881212358911,4,0.014107663655779206,0.16507625292302558
0,11.604558381954883,0.301905155299852,0.9183999997377397,100.76681483052383,2.2383042460118134,1.5860512201209123,7,0.013340425861141694,0.08410719139994889
0,11.769277585381955,0.2909395034549137,0.9198999989032746,75.48396492316303,2.818772758222759,1.036674008423472,4,0.016857313142118233,0.09728995085860022
0,11.947438125916863,0.2898802512387433,0.922700001001358,98.80851985611969,2.327865709955932,0.4897704167760784,4,0.0109918093651388,0.13419330307435312
0,12.150595334666635,0.3078569230809809,0.9144000035524369,80.0018266539326,2.2212270678192465,0.7542628886419839,4,0.013774430550748978,0.14805948654677678
0,12.211995633136137,0.28485383856420704,0.9230000007152558,62.17152214700596,2.2146256196195915,0.9616961620696828,5,0.012280059673900449,1e-10
0,12.370963773810443,0.28568463765705604,0.9205999994277955,76.03161657129881,2.1498936964428697,0.7547327182735785,5,0.008736306757698858,0.1152866068858106
0,12.558197914650563,0.2819907906713585,0.9224000000953675,53.00400535867168,2.0154648065804124,0.7903345936152857,1,0.00706163907579722,0.18017250176432284
0,12.728751610769045,0.2794001739347975,0.9234000009298324,98.57921117227531,1.8633750713700215,1.0097614192969433,5,0.014647338061245551,0.09731700581225437
0,12.864024322512883,0.2830158226874966,0.9204000031948092,49.18200077540811,1.6784083321502505,0.6304969194213041,5,0.009423891231404838,0.08815325558681399
0,13.107592501557315,0.2743102061934769,0.9241000014543534,87.9559397610864,2.57581532503232,0.8868350558561842,6,0.01150904484308035,0.17451390998595043
0,13.241420117013355,0.2720898205103972,0.9247999995946886,75.86749536498121,1.769019259563926,0.39869929869448867,4,0.009506358127589126,0.09580218294568382
0,13.539234294411227,0.2697957726257539,0.9247999989986424,80.41219435469696,1.3943969086376853,0.18371367854586812,6,0.013817555806893084,0.21490884255651277
0,13.669889920188949,0.2781923315860331,0.9211999982595449,62.72065473374781,2.4064135954586017,0.7940983980421794,6,0.01095277952470408,0.06493894862949769
0,13.958741623840346,0.2629223962562781,0.9281999987363819,64.52768112677154,1.3356302147599732,0.22403676810978293,6,0.008394992412327775,0.2384817491774307
0,14.121787327183434,0.2665963469383618,0.9276000010967254,94.52786039710352,2.514635326685904,0.46986423748476536,6,0.00929332241398552,0.10728576885917383
0,14.328530290431031,0.26493218539903585,0.9251000005006791,83.17397826280197,2.047575562185879,0.41535356412864594,6,0.009627987215140027,0.14897503995675754
0,14.492497510992834,0.2623045288709304,0.9284000027179723,28.922021406192002,1.3499533143926343,0.5524096161307855,5,0.008029362038572551,0.12382041036893958
0,14.72641879227889,0.26681404396891584,0.9268000006675724,82.59280034956069,2.206311208083631,0.8357652225903189,9,0.013632058941385595,0.11123275081358551
0,14.926705101604627,0.27741717330490534,0.923000000715256,33.53955384991653,1.3706403707086598,0.3668152213936988,2,0.017069505196880552,0.16614729893197575
0,15.132941773161331,0.2632500078218677,0.9293999987840653,90.51659678424606,1.727415703209542,1.0014626146164611,1,0.02195688964014459,0.18427978191655928
case,tValue,lossValue,predictionAccuracy,betaAdapt,deltaAdapt,rhoAdapt,tau,it_each_local,it_each_global
0,0.010564398797122973,2.56036021232605,0.09869999974966054,nan,nan,nan,1,0.008763571961528596,0.0018008268355943768
0,0.08027734455142356,2.40186308224996,0.12330000005662438,57.70136999135085,2.619451430160141,2.1218099651728446,1,0.01241877827771888,0.05729416747658171
0,0.15272230334088377,2.299102185964584,0.1602000002190471,57.14929470141796,2.5607324195189762,2.05218203186957,1,0.007432714283094509,0.0650122445063657
0,0.355922059466454,2.1179712939262405,0.26820000082254414,59.49611533507713,2.4860260508244423,1.9355249180936378,3,0.016978032139288276,0.1522656597077054
0,0.6014031784756233,1.9971966405709585,0.31220000170171275,57.305480169301056,2.5376220883580807,1.2778491851789813,3,0.014957736915984995,0.20060790826121425
0,0.8718871254491303,1.8250692905982346,0.4359999990463257,53.830186306648145,2.618559384799066,1.4351862350668148,5,0.010548187547285731,0.2177430092370783
0,1.1086219602962322,1.6395616793632515,0.5307999968528749,57.21952370577211,2.824100206010012,1.3321194126991662,6,0.013889056946674784,0.15340049316705312
0,1.3142057033624532,1.4899416114886588,0.6051999998092652,36.577373851608485,1.8153654588654167,0.7761460835192926,6,0.013188079975424228,0.12645526321367578
0,1.576406587696653,1.2844384672244378,0.6763999998569488,57.807296585401424,2.4621056557589087,1.071859017033321,8,0.011618428310920458,0.16925345784683626
0,1.8682233348747006,1.1995773938298235,0.6677999985218047,49.443298239924076,2.0596998445073886,0.7341373405008079,5,0.015325991680908535,0.21518678877350483
